date,order_id,client,department,equipment_id,operator_id,product_type,units_produced,defect_count,redo_count,scrap_count,inspection_result,shift,line_id
2024-11-08,ORD-20240428,Delta Industries,Machining,EQ-005,OP-018,Type-D,196,1,5,1,Pass,Morning,Line-2
2024-11-08,ORD-20240429,Titan Works,Painting,EQ-002,OP-005,Type-B,173,9,1,3,Conditional,Night,Line-4
2024-11-11,ORD-20240430,Delta Industries,Quality Control,EQ-008,OP-020,Type-B,114,1,0,0,Pass,Afternoon,Line-4
2024-11-12,ORD-20240433,Delta Industries,Welding,EQ-002,OP-022,Type-C,182,6,1,1,Conditional,Morning,Line-4
2024-11-12,ORD-20240431,Pacific Components,Painting,EQ-011,OP-003,Type-B,178,13,2,2,Conditional,Night,Line-2
2024-11-12,ORD-20240432,Stellar Fabrication,Machining,EQ-011,OP-007,Type-D,192,6,2,0,Conditional,Afternoon,Line-4
2024-11-12,ORD-20240434,Orion Systems,Assembly,EQ-009,OP-014,Type-C,170,4,1,0,Conditional,Night,Line-4
2024-11-14,ORD-20240435,Delta Industries,Quality Control,EQ-002,OP-007,Type-C,169,8,1,0,Fail,Night,Line-2
2024-11-14,ORD-20240436,Pacific Components,Quality Control,EQ-009,OP-005,Type-D,157,2,2,3,Pass,Morning,Line-2
2024-11-15,ORD-20240438,Delta Industries,Quality Control,EQ-008,OP-005,Type-D,97,4,1,0,Pass,Afternoon,Line-4
2024-11-15,ORD-20240437,Titan Works,Painting,EQ-007,OP-022,Type-B,96,9,1,3,Conditional,Night,Line-2
2024-11-18,ORD-20240439,Orion Systems,Machining,EQ-011,OP-023,Type-B,124,6,2,0,Pass,Afternoon,Line-2
2024-11-18,ORD-20240440,Acme Corp,Machining,EQ-002,OP-002,Type-D,195,6,0,0,Conditional,Afternoon,Line-4
2024-11-18,ORD-20240441,Stellar Fabrication,Painting,EQ-007,OP-021,Type-D,172,9,3,1,Fail,Afternoon,Line-1
2024-11-18,ORD-20240442,Pacific Components,Machining,EQ-012,OP-022,Type-B,163,2,3,2,Pass,Morning,Line-4
2024-11-20,ORD-20240443,Acme Corp,Welding,EQ-006,OP-006,Type-C,132,5,1,3,Conditional,Night,Line-3
2024-11-20,ORD-20240444,Acme Corp,Painting,EQ-004,OP-015,Type-B,170,5,0,2,Conditional,Afternoon,Line-2
2024-11-20,ORD-20240445,Acme Corp,Welding,EQ-007,OP-021,Type-A,161,10,1,0,Fail,Morning,Line-2
2024-11-20,ORD-20240446,Nexus Manufacturing,Assembly,EQ-004,OP-010,Type-A,147,4,2,0,Pass,Night,Line-3
2024-11-20,ORD-20240447,Stellar Fabrication,Welding,EQ-002,OP-023,Type-B,144,4,2,0,Conditional,Night,Line-4
2024-11-20,ORD-20240448,Titan Works,Assembly,EQ-010,OP-024,Type-D,193,1,1,1,Pass,Morning,Line-1
2024-11-21,ORD-20240449,Quantum Parts,Assembly,EQ-012,OP-007,Type-A,80,3,4,0,Pass,Morning,Line-3
2024-11-22,ORD-20240450,Stellar Fabrication,Welding,EQ-007,OP-005,Type-A,137,9,3,0,Fail,Afternoon,Line-3
2024-11-25,ORD-20240451,Nexus Manufacturing,Painting,EQ-008,OP-001,Type-D,105,9,4,2,Conditional,Night,Line-4
2024-11-26,ORD-20240453,Stellar Fabrication,Machining,EQ-005,OP-021,Type-C,99,5,1,0,Conditional,Morning,Line-4
2024-11-26,ORD-20240454,Acme Corp,Assembly,EQ-001,OP-018,Type-D,195,8,2,1,Conditional,Night,Line-3
2024-11-26,ORD-20240452,Quantum Parts,Machining,EQ-002,OP-013,Type-D,188,1,2,0,Pass,Night,Line-2
2024-11-27,ORD-20240455,Pacific Components,Assembly,EQ-007,OP-013,Type-B,166,3,2,1,Conditional,Afternoon,Line-3
2024-11-27,ORD-20240456,Quantum Parts,Painting,EQ-008,OP-021,Type-B,89,5,2,0,Pass,Night,Line-2
2024-11-28,ORD-20240457,Orion Systems,Quality Control,EQ-006,OP-021,Type-C,138,3,2,0,Fail,Morning,Line-2
2024-11-28,ORD-20240458,Orion Systems,Welding,EQ-005,OP-018,Type-A,154,6,1,2,Conditional,Morning,Line-2
2024-11-29,ORD-20240459,Delta Industries,Assembly,EQ-006,OP-005,Type-A,120,5,0,0,Fail,Afternoon,Line-4
2024-12-02,ORD-20240460,Quantum Parts,Machining,EQ-002,OP-013,Type-D,184,3,1,0,Pass,Afternoon,Line-2
2024-12-03,ORD-20240461,Pacific Components,Painting,EQ-001,OP-004,Type-B,84,5,2,1,Pass,Night,Line-3
2024-12-03,ORD-20240462,Titan Works,Welding,EQ-007,OP-017,Type-A,144,7,6,0,Pass,Night,Line-3
2024-12-03,ORD-20240463,Nexus Manufacturing,Painting,EQ-007,OP-003,Type-C,96,6,4,1,Pass,Morning,Line-1
2024-12-04,ORD-20240464,Acme Corp,Welding,EQ-010,OP-017,Type-C,101,2,0,0,Pass,Afternoon,Line-4
2024-12-05,ORD-20240465,Delta Industries,Welding,EQ-011,OP-011,Type-B,177,5,0,1,Pass,Afternoon,Line-1
2024-12-09,ORD-20240467,Nexus Manufacturing,Painting,EQ-002,OP-020,Type-C,188,6,1,1,Fail,Night,Line-1
2024-12-09,ORD-20240466,Orion Systems,Assembly,EQ-010,OP-021,Type-C,199,3,3,0,Pass,Afternoon,Line-3
2024-12-10,ORD-20240471,Titan Works,Assembly,EQ-008,OP-002,Type-C,148,8,2,0,Fail,Night,Line-1
2024-12-10,ORD-20240470,Titan Works,Machining,EQ-010,OP-004,Type-D,147,3,1,1,Fail,Morning,Line-2
2024-12-10,ORD-20240468,Nexus Manufacturing,Painting,EQ-002,OP-023,Type-B,120,3,2,2,Fail,Afternoon,Line-3
2024-12-10,ORD-20240469,Acme Corp,Machining,EQ-001,OP-021,Type-D,172,3,2,0,Fail,Morning,Line-1
2024-12-12,ORD-20240472,Quantum Parts,Assembly,EQ-008,OP-020,Type-D,90,2,8,0,Pass,Night,Line-2
2024-12-13,ORD-20240473,Orion Systems,Quality Control,EQ-001,OP-016,Type-D,135,1,1,1,Pass,Afternoon,Line-2
2024-12-13,ORD-20240474,Titan Works,Machining,EQ-012,OP-018,Type-C,130,2,5,1,Pass,Night,Line-4
2024-12-17,ORD-20240475,Pacific Components,Welding,EQ-011,OP-008,Type-D,100,0,1,1,Conditional,Morning,Line-2
2024-12-17,ORD-20240476,Titan Works,Painting,EQ-008,OP-003,Type-C,178,11,8,2,Fail,Afternoon,Line-2
2024-12-17,ORD-20240477,Nexus Manufacturing,Assembly,EQ-009,OP-009,Type-A,155,2,0,0,Pass,Morning,Line-1
2024-12-17,ORD-20240478,Acme Corp,Painting,EQ-004,OP-020,Type-B,105,1,1,4,Pass,Afternoon,Line-3
2024-12-17,ORD-20240479,Pacific Components,Painting,EQ-001,OP-006,Type-B,194,15,3,0,Fail,Night,Line-4
2024-12-17,ORD-20240480,Quantum Parts,Quality Control,EQ-001,OP-010,Type-D,98,1,0,0,Pass,Afternoon,Line-2
2024-12-18,ORD-20240483,Nexus Manufacturing,Painting,EQ-005,OP-013,Type-B,150,7,1,3,Conditional,Morning,Line-2
2024-12-18,ORD-20240484,Pacific Components,Assembly,EQ-009,OP-017,Type-A,126,4,2,0,Conditional,Afternoon,Line-1
2024-12-18,ORD-20240481,Orion Systems,Machining,EQ-003,OP-021,Type-D,188,1,3,2,Pass,Afternoon,Line-4
2024-12-18,ORD-20240482,Quantum Parts,Assembly,EQ-005,OP-010,Type-D,139,2,0,0,Pass,Morning,Line-1
2024-12-19,ORD-20240485,Pacific Components,Welding,EQ-010,OP-009,Type-A,198,7,0,0,Pass,Night,Line-4
2024-12-19,ORD-20240486,Pacific Components,Quality Control,EQ-012,OP-017,Type-B,150,5,0,1,Pass,Night,Line-1
2024-12-19,ORD-20240487,Nexus Manufacturing,Welding,EQ-002,OP-024,Type-A,105,5,3,1,Conditional,Morning,Line-4
2024-12-20,ORD-20240488,Nexus Manufacturing,Assembly,EQ-002,OP-009,Type-B,119,4,1,2,Fail,Night,Line-1
2024-12-20,ORD-20240489,Quantum Parts,Assembly,EQ-006,OP-009,Type-A,84,2,4,1,Conditional,Morning,Line-4
2024-12-23,ORD-20240490,Delta Industries,Machining,EQ-009,OP-001,Type-C,100,5,0,1,Conditional,Night,Line-3
2024-12-24,ORD-20240491,Quantum Parts,Painting,EQ-001,OP-002,Type-C,157,9,2,2,Conditional,Afternoon,Line-1
2024-12-24,ORD-20240492,Orion Systems,Painting,EQ-009,OP-016,Type-B,83,3,2,2,Conditional,Morning,Line-1
2024-12-25,ORD-20240494,Pacific Components,Quality Control,EQ-009,OP-010,Type-D,185,2,2,1,Conditional,Afternoon,Line-3
2024-12-25,ORD-20240493,Acme Corp,Welding,EQ-009,OP-001,Type-A,102,1,1,0,Pass,Morning,Line-3
2024-12-26,ORD-20240496,Acme Corp,Machining,EQ-009,OP-008,Type-C,94,7,1,1,Pass,Night,Line-3
2024-12-26,ORD-20240497,Delta Industries,Welding,EQ-011,OP-021,Type-C,193,6,2,0,Conditional,Night,Line-2
2024-12-26,ORD-20240495,Delta Industries,Painting,EQ-005,OP-018,Type-A,163,8,5,0,Fail,Morning,Line-1
2024-12-27,ORD-20240498,Titan Works,Welding,EQ-004,OP-011,Type-A,195,4,0,0,Conditional,Morning,Line-4
2024-12-30,ORD-20240499,Titan Works,Machining,EQ-002,OP-023,Type-A,188,1,1,0,Pass,Night,Line-4
2024-12-31,ORD-20240500,Stellar Fabrication,Quality Control,EQ-006,OP-002,Type-D,172,2,2,1,Pass,Morning,Line-4
